SSN,LotID,PanelID,Product,Config,ProcessDate,EqpID,Chamber,Slot,Recipe,Anneal_Temp,O2_Flow,Etch_Time,Pressure,RF_Power,Gas_Ratio,Thickness_Pre,CD_Pre
SSN2026000756,LOT0063,PNL00557,OLED_C,CFG_STD,2026-01-10,EQP01,CH3,1,RCP_B,504.64,80.71,74.04,1.6716,472.57,0.9957,729.22,48.368
SSN2026000757,LOT0033,PNL00457,OLED_B,CFG_STD,2026-02-26,EQP02,CH2,12,RCP_C,530.14,76.77,57.87,1.468,432.52,0.9484,722.6,54.093
SSN2026000758,LOT0011,PNL00001,OLED_A,CFG_LOW,2026-02-02,EQP01,CH2,7,RCP_A,511.75,79.92,61.78,1.379,401.83,0.9459,713.16,52.089
SSN2026000759,LOT0063,PNL00694,OLED_A,CFG_STD,2026-03-23,EQP05,CH1,12,RCP_A,513.5,91.02,75.56,1.5108,488.51,1.0512,744.77,52.249
SSN2026000760,LOT0015,PNL00017,OLED_B,CFG_LOW,2026-03-01,EQP05,CH3,2,RCP_A,533.14,73.96,61.07,1.5411,479.11,1.1748,684.56,53.414
SSN2026000761,LOT0048,PNL00699,OLED_C,CFG_STD,2026-02-09,EQP05,CH3,4,RCP_B,505.82,75.27,59.63,1.3749,436.26,1.063,686.84,54.349
SSN2026000762,LOT0081,PNL00023,OLED_B,CFG_STD,2026-01-03,EQP04,CH1,6,RCP_C,498.59,92.02,54.57,1.4903,469.32,1.0,736.98,51.882
SSN2026000763,LOT0080,PNL00362,OLED_A,CFG_STD,2026-02-19,EQP01,CH4,1,RCP_B,492.95,82.61,68.41,1.5884,499.03,1.0149,710.66,52.673
SSN2026000764,LOT0031,PNL00075,OLED_B,CFG_STD,2026-03-18,EQP03,CH2,2,RCP_A,502.24,87.36,53.62,1.3644,494.85,1.0275,693.89,52.205
SSN2026000765,LOT0067,PNL00067,OLED_A,CFG_HIGH,2026-02-11,EQP01,CH1,4,RCP_B,489.18,85.21,62.35,1.56,435.24,1.1921,723.25,
SSN2026000766,LOT0053,PNL00478,OLED_B,CFG_STD,2026-02-28,EQP02,CH2,9,RCP_C,511.97,81.72,57.4,1.4326,402.89,1.1287,699.48,48.491
SSN2026000767,LOT0041,PNL00509,OLED_B,CFG_STD,2026-01-11,EQP03,CH4,9,RCP_A,511.72,79.21,58.96,1.7516,408.9,1.0508,689.9,51.908
SSN2026000768,LOT0012,PNL00083,OLED_B,CFG_HIGH,2026-02-06,EQP04,CH4,2,RCP_C,495.57,88.65,52.17,1.4964,444.09,1.0388,689.23,54.12
SSN2026000769,LOT0032,PNL00683,OLED_C,CFG_HIGH,2026-03-13,EQP02,CH2,1,RCP_A,503.39,91.3,67.39,1.6443,506.18,1.0539,717.72,52.608
SSN2026000770,LOT0056,PNL00225,OLED_B,CFG_LOW,2026-02-08,EQP02,CH4,8,RCP_A,517.18,90.67,58.47,1.5059,429.5,1.0695,714.94,49.472
SSN2026000771,LOT0084,PNL00223,OLED_B,CFG_LOW,2026-03-21,EQP05,CH4,5,RCP_B,494.83,72.52,53.32,1.3751,434.13,0.9969,746.4,53.585
SSN2026000772,LOT0001,PNL00208,OLED_B,CFG_HIGH,2026-02-06,EQP02,CH4,10,RCP_A,508.27,92.44,66.89,1.6007,433.41,0.9625,703.04,50.912
SSN2026000773,LOT0062,PNL00323,OLED_C,CFG_HIGH,2026-03-15,EQP03,CH4,4,RCP_C,511.19,79.14,57.23,1.391,436.39,1.1126,702.63,47.525
SSN2026000774,LOT0072,PNL00125,OLED_C,CFG_HIGH,2026-02-27,EQP02,CH2,5,RCP_B,484.48,75.96,61.84,1.5597,454.61,1.0318,744.55,53.434
SSN2026000775,LOT0081,PNL00297,OLED_A,CFG_STD,2026-03-27,EQP05,CH3,3,RCP_A,515.96,80.65,64.63,1.3936,410.2,1.1059,733.66,49.704
SSN2026000776,LOT0037,PNL00147,OLED_B,CFG_HIGH,2026-02-17,EQP03,CH3,4,RCP_A,478.22,88.65,62.61,1.5287,492.95,1.1617,713.48,54.883
SSN2026000777,LOT0011,PNL00036,OLED_A,CFG_STD,2026-02-12,EQP01,CH3,9,RCP_B,511.12,86.32,47.92,1.7278,449.93,1.0716,672.54,53.681
SSN2026000778,LOT0024,PNL00258,OLED_C,CFG_HIGH,2026-02-01,EQP01,CH1,6,RCP_A,486.39,79.96,63.82,,541.77,1.0587,690.52,51.067
SSN2026000779,LOT0073,PNL00470,OLED_B,CFG_LOW,2026-02-28,EQP05,CH3,8,RCP_B,535.9,88.7,59.45,1.7903,413.93,1.286,684.7,52.373
SSN2026000780,LOT0075,PNL00534,OLED_A,CFG_STD,2026-03-30,EQP05,CH4,1,RCP_A,486.49,83.12,58.19,1.7274,510.65,1.0466,710.87,56.105
SSN2026000781,LOT0055,PNL00247,OLED_A,CFG_LOW,2026-01-16,EQP04,CH2,7,RCP_A,478.6,77.42,59.4,1.2745,503.7,0.9428,697.8,53.4
SSN2026000782,LOT0011,PNL00227,OLED_A,CFG_LOW,2026-03-26,EQP01,CH4,6,RCP_B,515.13,76.34,51.14,1.4568,440.59,1.0075,748.47,51.953
SSN2026000783,LOT0011,PNL00551,OLED_B,CFG_STD,2026-03-29,EQP04,CH2,11,RCP_A,498.38,85.28,61.06,1.303,441.17,1.1541,672.29,56.989
SSN2026000784,LOT0041,PNL00477,OLED_A,CFG_STD,2026-03-11,EQP04,CH1,6,RCP_B,488.93,81.34,52.5,1.6758,422.75,0.9265,682.13,51.723
SSN2026000785,LOT0051,PNL00582,OLED_A,CFG_LOW,2026-02-22,EQP05,CH1,2,RCP_B,521.41,71.0,58.43,1.5168,423.16,0.9698,715.87,52.605
SSN2026000786,LOT0003,PNL00634,OLED_C,CFG_LOW,2026-03-19,EQP03,CH4,9,RCP_A,473.14,88.78,60.86,1.4613,454.98,1.1185,722.51,49.721
SSN2026000787,LOT0059,PNL00575,OLED_B,CFG_STD,2026-01-24,EQP03,CH3,2,RCP_B,496.42,78.16,65.91,1.574,455.72,1.0083,647.91,48.318
SSN2026000788,LOT0047,PNL00655,OLED_A,CFG_STD,2026-02-27,EQP04,CH2,11,RCP_B,503.8,94.74,55.49,1.6459,398.92,1.0212,668.35,50.953
SSN2026000789,LOT0002,PNL00292,OLED_A,CFG_HIGH,2026-03-14,EQP01,CH3,5,RCP_C,512.84,70.78,67.98,,535.27,1.1159,703.67,51.573
SSN2026000790,LOT0009,PNL00276,OLED_C,CFG_STD,2026-03-14,EQP04,CH2,10,RCP_A,525.73,80.55,65.21,1.3689,445.92,0.9727,742.55,52.126
SSN2026000791,LOT0039,PNL00225,OLED_B,CFG_STD,2026-02-22,EQP03,CH2,8,RCP_A,522.64,76.4,57.64,1.5202,457.3,0.9125,755.31,48.802
SSN2026000792,LOT0062,PNL00165,OLED_B,CFG_STD,2026-02-04,EQP01,CH4,6,RCP_B,510.55,74.2,53.9,1.7438,433.08,0.9189,700.05,52.755
SSN2026000793,LOT0071,PNL00524,OLED_A,CFG_STD,2026-03-27,EQP05,CH3,8,RCP_B,474.16,78.11,52.06,1.597,445.65,1.0765,705.9,49.922
SSN2026000794,LOT0037,PNL00500,OLED_A,CFG_STD,2026-03-02,EQP02,CH3,3,RCP_B,519.25,96.16,61.49,1.505,442.47,1.0507,689.92,52.657
SSN2026000795,LOT0026,PNL00561,OLED_A,CFG_HIGH,2026-03-11,EQP05,CH3,1,RCP_B,536.53,83.15,55.94,1.3422,454.9,0.9746,725.2,53.276
SSN2026000796,LOT0083,PNL00118,OLED_B,CFG_HIGH,2026-02-26,EQP02,CH4,10,RCP_B,532.74,75.67,66.6,1.7143,454.49,0.9373,746.68,50.749
SSN2026000797,LOT0039,PNL00344,OLED_A,CFG_HIGH,2026-03-20,EQP03,CH1,12,RCP_A,512.41,67.37,56.26,1.4317,483.17,1.0084,740.14,49.669
SSN2026000798,LOT0027,PNL00156,OLED_A,CFG_STD,2026-02-12,EQP03,CH2,11,RCP_B,493.97,68.23,55.05,1.4623,462.95,1.1193,709.3,54.433
SSN2026000799,LOT0038,PNL00625,OLED_B,CFG_STD,2026-02-19,EQP04,,4,RCP_A,496.6,77.71,61.28,1.3142,479.65,0.9631,689.88,53.159
SSN2026000800,LOT0002,PNL00187,OLED_C,CFG_STD,2026-03-14,EQP01,CH3,5,RCP_A,535.94,76.93,56.23,1.3473,454.66,0.977,710.2,51.789
SSN2026000801,LOT0026,PNL00101,OLED_B,CFG_STD,2026-02-16,EQP02,CH3,5,RCP_B,490.33,80.21,60.05,1.4847,463.09,0.9348,743.14,54.29
SSN2026000802,LOT0044,PNL00399,OLED_B,CFG_STD,2026-01-23,EQP01,CH3,9,RCP_B,494.63,63.82,65.42,1.5713,446.55,1.0006,700.39,51.658
SSN2026000803,LOT0079,PNL00615,OLED_B,CFG_STD,2026-03-10,EQP02,CH2,8,RCP_A,520.08,81.27,60.64,1.375,490.11,1.057,666.43,50.321
SSN2026000804,LOT0063,PNL00641,OLED_A,CFG_STD,2026-02-03,EQP03,CH1,10,RCP_C,493.1,90.22,60.67,1.4923,466.29,1.1992,701.36,49.597
SSN2026000805,LOT0067,PNL00068,OLED_A,CFG_STD,2026-01-10,EQP03,CH3,12,RCP_B,494.09,94.98,61.13,1.5704,449.47,1.0474,703.3,51.295
SSN2026000806,LOT0047,PNL00228,OLED_B,CFG_HIGH,2026-02-03,EQP05,CH4,5,RCP_B,537.45,66.84,50.69,1.8666,448.42,1.0257,666.29,52.966
SSN2026000807,LOT0010,PNL00108,OLED_A,CFG_HIGH,2026-01-05,EQP03,CH2,8,RCP_C,507.38,75.59,62.16,1.2655,451.18,1.099,715.57,54.141
SSN2026000808,LOT0034,PNL00216,OLED_B,CFG_LOW,2026-03-21,EQP03,CH1,7,RCP_A,498.89,75.17,60.88,1.5394,456.07,1.0857,722.14,51.545
SSN2026000809,LOT0085,PNL00374,OLED_C,CFG_HIGH,2026-03-30,EQP01,CH2,12,RCP_B,494.67,83.17,64.91,,453.03,0.9838,754.64,53.805
SSN2026000810,LOT0004,PNL00197,OLED_C,CFG_STD,2026-01-24,EQP01,CH2,5,RCP_A,537.76,72.24,63.33,1.3963,435.44,1.2142,678.02,51.093
SSN2026000811,LOT0075,PNL00048,OLED_A,CFG_STD,2026-03-24,EQP04,CH1,3,RCP_A,504.61,95.46,58.89,1.5314,481.77,1.028,727.53,50.015
SSN2026000812,LOT0059,PNL00357,OLED_A,CFG_STD,2026-03-06,EQP04,CH2,5,RCP_A,527.36,82.35,65.68,1.6124,483.98,1.0489,733.2,49.018
SSN2026000813,LOT0025,PNL00037,OLED_A,CFG_STD,2026-03-28,EQP03,CH3,8,RCP_A,519.3,81.01,58.39,1.5316,517.43,1.0741,722.47,50.538
SSN2026000814,LOT0067,PNL00159,OLED_A,CFG_STD,2026-01-15,EQP03,CH2,12,RCP_B,504.67,94.74,61.36,1.7661,433.87,1.0577,685.84,49.09
SSN2026000815,LOT0072,PNL00001,OLED_A,CFG_STD,2026-01-06,EQP03,CH2,10,RCP_A,496.79,81.87,58.29,1.2587,478.33,1.152,684.44,55.318
SSN2026000816,LOT0004,PNL00061,OLED_A,CFG_STD,2026-03-24,EQP05,CH1,1,RCP_B,536.14,85.2,62.54,1.4989,388.18,0.9828,712.33,52.335
SSN2026000817,LOT0010,PNL00305,OLED_B,CFG_STD,2026-01-25,EQP01,CH4,7,RCP_A,528.4,75.99,57.93,1.697,484.02,1.0927,712.16,51.318
SSN2026000818,LOT0057,PNL00595,OLED_B,CFG_HIGH,2026-02-23,EQP03,CH2,2,RCP_A,474.97,71.04,69.06,1.6294,404.02,1.0432,696.57,54.772
SSN2026000819,LOT0085,PNL00542,OLED_C,CFG_LOW,2026-03-23,EQP02,CH2,5,RCP_C,508.8,77.12,71.1,1.5349,420.55,1.1086,741.0,49.026
SSN2026000820,LOT0003,PNL00070,OLED_A,CFG_HIGH,2026-01-31,EQP01,CH1,12,RCP_B,511.06,99.5,64.81,1.748,466.63,1.0128,700.38,51.239
SSN2026000821,LOT0057,PNL00025,OLED_A,CFG_HIGH,2026-01-09,EQP04,CH3,12,RCP_C,483.47,87.06,68.48,1.24,433.25,1.002,664.55,55.299
SSN2026000822,LOT0012,PNL00237,OLED_A,CFG_STD,2026-03-13,EQP04,CH4,2,RCP_B,517.19,84.2,51.53,1.6955,428.46,1.0886,704.62,51.226
SSN2026000823,LOT0056,PNL00456,OLED_A,CFG_STD,2026-02-10,EQP05,CH1,2,RCP_A,483.41,74.19,52.18,1.6477,438.03,1.0586,721.53,56.149
SSN2026000824,LOT0053,PNL00522,OLED_A,CFG_HIGH,2026-01-03,EQP01,CH1,9,RCP_B,505.54,,58.23,1.521,480.54,0.9644,718.21,52.993
SSN2026000825,LOT0008,PNL00576,OLED_C,CFG_STD,2026-01-31,EQP01,CH1,5,RCP_B,500.22,71.14,,1.9155,422.35,1.1376,718.02,53.981
SSN2026000826,LOT0058,PNL00240,OLED_A,CFG_STD,2026-02-17,EQP03,CH3,6,RCP_A,497.0,69.46,58.91,1.5436,453.1,1.0886,745.86,54.036
SSN2026000827,LOT0077,PNL00118,OLED_A,CFG_STD,2026-03-21,EQP05,CH4,11,RCP_C,498.86,77.53,50.97,1.2069,441.75,1.0241,683.25,51.503
SSN2026000828,LOT0074,PNL00019,OLED_B,CFG_LOW,2026-01-21,EQP05,CH2,12,RCP_B,496.75,97.64,66.33,1.6458,483.7,0.9925,699.83,50.572
SSN2026000829,LOT0003,PNL00103,OLED_B,CFG_HIGH,2026-02-16,EQP04,CH2,11,RCP_B,538.17,97.18,71.85,1.5136,484.68,1.0591,747.08,51.281
SSN2026000830,LOT0021,PNL00046,OLED_B,CFG_STD,2026-01-17,EQP05,CH3,10,RCP_B,520.89,78.39,67.05,1.7398,390.77,1.0828,662.78,49.625
SSN2026000831,LOT0021,PNL00602,OLED_A,CFG_HIGH,2026-01-27,EQP05,CH3,12,RCP_B,541.71,76.61,65.97,1.6658,491.58,0.9025,708.71,51.375
SSN2026000832,LOT0039,PNL00188,OLED_C,CFG_STD,2026-01-24,EQP02,CH1,9,RCP_A,502.44,68.88,61.24,1.4482,433.62,1.0601,739.49,51.492
SSN2026000833,LOT0013,PNL00576,OLED_A,CFG_STD,2026-02-17,EQP03,CH1,11,RCP_C,491.22,82.62,55.36,1.6503,463.27,1.0822,739.14,54.71
SSN2026000834,LOT0073,PNL00387,OLED_A,CFG_STD,2026-03-01,EQP04,CH2,7,RCP_A,533.13,83.3,60.4,1.6327,422.14,0.8418,725.84,52.627
SSN2026000835,LOT0067,PNL00377,OLED_B,CFG_STD,2026-01-11,EQP02,CH4,1,RCP_A,495.75,88.32,71.58,1.4206,467.99,1.0457,726.45,55.989
SSN2026000836,LOT0069,PNL00318,OLED_C,CFG_HIGH,2026-01-07,EQP05,CH3,10,RCP_A,502.15,89.29,58.06,1.5018,544.3,1.0856,685.02,47.397
SSN2026000837,LOT0017,PNL00573,OLED_A,CFG_STD,2026-03-07,EQP04,CH3,12,RCP_B,524.52,80.42,57.5,2.082,459.45,1.0765,742.96,49.188
SSN2026000838,LOT0002,PNL00031,OLED_B,CFG_HIGH,2026-01-27,EQP03,CH4,4,RCP_C,480.2,86.45,66.09,1.4263,438.91,1.0942,681.2,50.825
SSN2026000839,LOT0078,PNL00065,OLED_A,CFG_STD,2026-02-25,EQP03,CH2,6,RCP_C,511.38,76.39,66.46,1.4299,446.87,1.0038,682.63,54.336
SSN2026000840,LOT0025,PNL00296,OLED_A,CFG_HIGH,2026-01-07,EQP04,CH2,7,RCP_B,522.33,86.3,55.34,1.6044,403.58,0.9468,719.31,51.292
SSN2026000841,LOT0056,PNL00276,OLED_A,CFG_HIGH,2026-02-24,EQP02,CH1,8,RCP_C,520.31,77.94,58.56,1.3421,505.71,0.886,698.17,48.711
SSN2026000842,LOT0078,PNL00382,OLED_B,CFG_HIGH,2026-03-23,EQP02,CH4,9,RCP_B,527.24,85.68,57.24,1.3321,465.95,1.1174,714.96,51.034
SSN2026000843,LOT0004,PNL00516,OLED_A,CFG_HIGH,2026-02-09,EQP03,CH3,5,RCP_A,525.8,85.03,60.38,1.5487,418.29,1.0862,720.34,49.225
SSN2026000844,LOT0001,PNL00411,OLED_B,CFG_LOW,2026-02-22,EQP01,CH2,11,RCP_B,511.23,82.55,66.07,1.3613,419.43,1.1235,752.67,48.852
SSN2026000845,LOT0001,PNL00180,OLED_A,CFG_STD,2026-01-27,EQP03,CH1,10,RCP_A,491.2,88.36,55.58,1.4008,455.53,0.972,720.41,55.298
SSN2026000846,LOT0014,PNL00229,OLED_C,CFG_HIGH,2026-01-26,EQP03,CH3,12,RCP_A,538.76,69.44,65.99,1.3074,487.62,1.0943,695.16,50.832
SSN2026000847,LOT0005,PNL00526,OLED_C,CFG_HIGH,2026-01-06,EQP03,CH3,7,RCP_A,480.57,73.48,60.56,1.3222,414.72,0.9098,726.24,51.829
SSN2026000848,LOT0070,PNL00141,OLED_A,CFG_STD,2026-02-13,EQP03,CH3,1,,482.18,79.84,72.79,1.5712,493.97,0.9604,690.04,51.323
SSN2026000849,LOT0052,PNL00353,OLED_A,CFG_STD,2026-03-27,EQP05,CH1,11,RCP_C,509.04,70.45,61.75,1.4433,451.79,1.0401,731.92,51.022
SSN2026000850,LOT0084,PNL00377,OLED_A,CFG_STD,2026-01-11,EQP02,CH4,1,RCP_C,526.0,78.75,59.47,1.439,422.44,1.0831,711.55,49.903
SSN2026000851,LOT0069,PNL00525,OLED_C,CFG_STD,2026-02-07,EQP03,CH3,3,RCP_A,508.03,79.0,63.16,1.3621,438.63,1.1643,719.61,50.91
SSN2026000852,LOT0082,PNL00500,OLED_A,CFG_STD,2026-03-17,EQP04,CH3,4,RCP_B,528.99,92.48,58.15,1.5213,516.2,1.0108,667.26,52.141
SSN2026000853,LOT0021,PNL00325,OLED_B,CFG_STD,2026-02-14,EQP02,CH3,3,RCP_A,473.07,83.14,50.13,1.5652,406.41,0.9607,655.98,54.195
SSN2026000854,LOT0025,PNL00217,OLED_A,CFG_HIGH,2026-03-10,EQP04,CH4,9,RCP_A,497.01,90.24,58.68,1.5137,429.38,0.9566,673.97,53.3
SSN2026000855,LOT0073,PNL00258,OLED_B,CFG_STD,2026-02-03,EQP05,CH4,6,RCP_A,475.02,84.41,58.59,1.6187,488.34,0.975,751.9,49.184
SSN2026000856,LOT0021,PNL00288,OLED_B,CFG_HIGH,2026-02-24,EQP02,CH3,3,RCP_A,517.49,77.71,51.24,1.6358,462.58,1.2077,682.44,53.378
SSN2026000857,LOT0005,PNL00154,OLED_B,CFG_STD,2026-03-30,EQP02,CH2,1,RCP_A,480.24,83.07,59.6,1.4897,427.31,1.0905,727.58,52.403
SSN2026000858,LOT0057,PNL00438,OLED_C,CFG_HIGH,2026-02-23,EQP01,CH2,3,RCP_A,484.55,87.84,48.63,1.2977,488.77,1.119,694.59,50.313
SSN2026000859,LOT0069,PNL00146,OLED_A,CFG_STD,2026-03-13,EQP01,CH4,9,RCP_A,513.22,91.55,58.09,1.4292,490.43,1.0109,704.24,51.846
SSN2026000860,LOT0083,PNL00454,OLED_C,CFG_STD,2026-03-04,EQP02,CH3,10,RCP_A,521.99,80.94,61.34,1.5083,466.6,1.0299,708.93,52.587
SSN2026000861,LOT0079,PNL00526,OLED_A,CFG_STD,2026-01-09,EQP05,CH1,4,RCP_C,497.46,68.82,60.53,1.3768,433.57,1.0859,749.45,51.589
SSN2026000862,LOT0011,PNL00673,OLED_B,CFG_HIGH,2026-01-15,EQP02,CH1,1,RCP_A,514.12,68.26,57.74,1.3934,438.96,0.9895,724.03,52.412
SSN2026000863,LOT0066,PNL00084,OLED_C,CFG_STD,2026-02-24,EQP05,CH4,7,RCP_A,513.6,79.39,59.53,1.5284,464.96,1.0067,719.24,49.86
SSN2026000864,LOT0072,PNL00532,OLED_B,CFG_LOW,2026-02-01,EQP05,CH4,10,RCP_B,509.55,63.3,55.69,1.8916,409.08,0.976,741.12,55.286
SSN2026000865,LOT0060,PNL00061,OLED_B,CFG_STD,2026-02-13,EQP04,CH4,1,RCP_A,487.48,96.36,60.06,1.4614,501.47,0.9942,694.8,47.834
SSN2026000866,LOT0070,PNL00236,OLED_A,CFG_STD,2026-02-13,EQP05,CH2,10,RCP_B,522.04,86.78,60.32,1.5997,514.51,1.0339,735.64,52.598
SSN2026000867,LOT0072,PNL00124,OLED_A,CFG_STD,2026-03-13,EQP03,CH4,3,,514.81,76.91,55.05,1.3626,446.74,0.9643,731.63,52.197
SSN2026000868,LOT0038,PNL00114,OLED_A,CFG_HIGH,2026-03-31,EQP05,CH4,4,RCP_B,527.3,73.12,61.47,1.7492,467.46,1.0529,731.36,52.722
SSN2026000869,LOT0004,PNL00123,OLED_B,CFG_STD,2026-03-31,EQP03,CH2,8,RCP_B,517.99,90.22,61.44,1.705,496.5,1.0528,706.28,50.154
SSN2026000870,LOT0039,PNL00031,OLED_B,CFG_STD,2026-01-08,EQP01,CH1,1,RCP_B,494.3,73.09,59.09,1.6967,523.44,1.0157,699.5,53.721
SSN2026000871,LOT0018,PNL00576,OLED_A,CFG_STD,2026-03-08,EQP05,CH4,4,RCP_B,524.05,73.85,73.32,1.7632,509.49,0.9638,689.12,51.295
SSN2026000872,LOT0010,PNL00043,OLED_A,CFG_STD,2026-03-07,EQP05,CH1,2,RCP_A,504.98,75.87,,1.4687,394.26,1.0384,690.63,
SSN2026000873,LOT0011,PNL00279,OLED_A,CFG_STD,2026-03-19,EQP05,CH3,3,RCP_A,497.28,82.91,58.46,1.4837,443.96,0.9896,687.99,49.42
SSN2026000874,LOT0060,PNL00489,OLED_A,CFG_LOW,2026-02-08,EQP03,CH3,10,RCP_A,500.29,86.97,57.68,1.7252,472.52,1.0337,718.8,51.737
SSN2026000875,LOT0043,PNL00693,OLED_A,CFG_STD,2026-02-15,EQP01,CH3,3,RCP_B,501.96,91.54,54.66,1.6759,437.7,1.1179,704.52,48.467
SSN2026000876,LOT0046,PNL00597,OLED_C,CFG_STD,2026-02-10,EQP03,CH1,1,RCP_A,519.22,90.36,63.77,1.2537,517.4,0.9298,720.35,54.921
SSN2026000877,LOT0064,PNL00096,OLED_B,CFG_LOW,2026-02-03,EQP05,CH3,3,RCP_A,482.31,82.01,56.23,1.9946,512.03,1.2039,721.71,53.493
SSN2026000878,LOT0047,PNL00691,OLED_A,CFG_STD,2026-01-23,EQP05,CH1,2,RCP_B,497.1,90.16,56.88,1.5302,426.44,1.0242,684.57,54.971
SSN2026000879,LOT0054,PNL00457,OLED_B,CFG_STD,2026-02-27,EQP04,CH4,8,RCP_A,499.74,76.63,57.04,1.6278,449.32,1.0629,683.85,54.771
SSN2026000880,LOT0008,PNL00126,OLED_C,CFG_HIGH,2026-01-02,EQP04,CH1,12,RCP_A,530.82,67.43,54.58,1.569,428.77,0.9698,704.51,50.831
SSN2026000881,LOT0073,PNL00314,OLED_A,CFG_LOW,2026-03-09,EQP01,CH3,3,RCP_B,529.87,76.63,50.37,1.3911,448.17,1.1214,691.4,49.848
SSN2026000882,LOT0039,PNL00642,OLED_A,CFG_HIGH,2026-03-17,EQP04,CH4,9,RCP_A,478.75,75.55,57.45,1.5523,447.11,1.0199,688.87,46.412
SSN2026000883,LOT0014,PNL00275,OLED_A,CFG_STD,2026-01-21,EQP01,CH1,5,RCP_C,521.62,76.94,64.8,1.4953,488.4,0.9985,750.7,50.728
SSN2026000884,LOT0070,PNL00129,OLED_A,CFG_LOW,2026-01-20,EQP04,CH1,1,RCP_C,521.59,74.33,61.08,1.5136,423.9,0.984,673.2,54.855
SSN2026000885,LOT0063,PNL00612,OLED_B,CFG_STD,2026-02-15,EQP01,CH4,9,RCP_C,481.22,78.31,68.58,1.5391,363.41,1.0085,758.55,49.927
SSN2026000886,LOT0005,PNL00667,OLED_C,CFG_LOW,2026-03-18,EQP03,CH1,3,RCP_A,464.66,86.96,64.13,1.6995,398.84,1.0635,716.93,51.101
SSN2026000887,LOT0017,PNL00682,OLED_A,CFG_LOW,2026-01-11,EQP05,CH1,7,RCP_A,503.84,95.72,62.88,1.5697,419.01,1.0438,733.67,50.446
SSN2026000888,LOT0002,PNL00669,OLED_B,CFG_LOW,2026-02-08,EQP01,CH2,7,RCP_B,530.96,68.2,70.35,1.6027,432.05,1.0268,730.84,52.212
SSN2026000889,LOT0024,PNL00611,OLED_A,CFG_STD,2026-01-20,EQP03,CH4,8,RCP_B,538.46,,59.47,1.7378,461.55,0.9731,724.81,53.944
SSN2026000890,LOT0009,PNL00318,OLED_B,CFG_STD,2026-03-18,EQP01,CH3,2,RCP_B,499.07,75.67,60.35,1.8691,417.21,0.9685,749.88,48.575
SSN2026000891,LOT0061,PNL00135,OLED_B,CFG_HIGH,2026-03-21,EQP04,CH2,4,RCP_A,533.03,88.13,59.94,1.6298,412.61,0.9931,684.02,48.939
SSN2026000892,LOT0045,PNL00432,OLED_A,CFG_STD,2026-01-08,EQP05,CH4,9,RCP_A,469.35,80.36,68.49,1.5447,422.47,1.0668,706.25,54.325
SSN2026000893,LOT0084,PNL00155,OLED_A,CFG_STD,2026-01-14,EQP01,CH2,12,RCP_A,499.11,76.21,60.01,1.5719,415.95,1.083,689.53,52.893
SSN2026000894,LOT0064,PNL00331,OLED_B,CFG_LOW,2026-01-15,EQP03,CH2,1,RCP_A,498.32,87.73,56.43,1.5507,435.59,1.0938,669.29,51.007
SSN2026000895,LOT0052,PNL00459,OLED_C,CFG_HIGH,2026-03-15,EQP04,CH2,5,RCP_A,523.44,89.65,63.23,1.5222,434.09,1.0299,694.13,54.743
SSN2026000896,LOT0044,PNL00662,OLED_A,CFG_STD,2026-03-23,EQP01,CH2,11,RCP_C,520.77,81.85,55.51,1.7298,479.12,1.0607,754.94,48.906
SSN2026000897,LOT0005,PNL00203,OLED_A,CFG_STD,2026-02-03,EQP03,CH2,4,RCP_A,520.27,75.47,62.93,1.4301,420.37,1.0165,705.84,53.269
SSN2026000898,LOT0006,PNL00177,OLED_A,CFG_STD,2026-01-15,EQP01,CH3,6,RCP_B,491.39,84.16,62.28,1.7386,442.48,0.8906,757.6,51.37
SSN2026000899,LOT0053,PNL00514,OLED_B,CFG_STD,2026-03-01,EQP05,CH1,11,RCP_C,513.8,80.13,58.96,1.4549,435.92,1.0127,760.06,52.652
SSN2026000900,LOT0001,PNL00005,OLED_B,CFG_STD,2026-03-22,EQP03,CH3,12,RCP_A,513.14,80.07,63.11,1.3423,483.31,1.0,781.88,46.964
SSN2026000901,LOT0004,PNL00396,OLED_B,CFG_HIGH,2026-03-23,EQP03,CH1,8,RCP_B,486.26,77.9,51.82,1.5774,449.6,0.9469,755.73,51.005
SSN2026000902,LOT0019,PNL00522,OLED_B,CFG_HIGH,2026-02-10,EQP05,CH2,9,RCP_B,479.93,89.4,60.9,1.5344,491.77,0.9846,766.6,52.9
SSN2026000903,LOT0076,PNL00386,OLED_C,CFG_STD,2026-03-12,EQP04,CH1,8,RCP_A,521.61,84.0,57.45,1.5893,414.67,1.0408,717.8,51.38
SSN2026000904,LOT0040,PNL00269,OLED_C,CFG_STD,2026-03-28,EQP02,CH3,4,RCP_A,502.12,90.29,75.74,1.531,453.27,0.9393,715.48,53.885
SSN2026000905,LOT0061,PNL00580,OLED_A,CFG_HIGH,2026-03-16,EQP04,CH3,11,RCP_C,479.44,92.69,60.86,1.3474,434.84,0.9731,717.08,53.821
SSN2026000906,LOT0035,PNL00260,OLED_B,CFG_HIGH,2026-02-12,EQP02,CH2,1,RCP_B,509.67,85.67,56.72,1.7765,412.09,1.1538,710.0,49.679
SSN2026000907,LOT0015,PNL00497,OLED_A,CFG_LOW,2026-01-24,EQP03,CH1,1,RCP_C,505.82,77.95,52.42,1.6008,452.64,0.9018,713.59,53.066
