SSN,InspectDate,DPU,CD,THK,Taper,Brightness_Drift,Flicker_NG,Defect_Mode
SSN2026000672,2026-04-03,2.0,53.704,718.378,85.261,0.1667,0,Normal
SSN2026000673,2026-03-15,0.0,56.727,708.53,85.745,-0.0979,0,Normal
SSN2026000674,2026-03-06,1.0,51.479,718.498,86.095,-0.0005,1,Flicker
SSN2026000675,2026-01-04,2.0,58.927,719.976,86.135,0.0535,0,Normal
SSN2026000676,2026-01-14,1.0,52.929,676.961,85.834,-0.0297,0,Normal
SSN2026000677,2026-03-06,0.0,56.781,728.57,86.106,0.5979,0,Brightness
SSN2026000678,2026-02-16,2.0,55.371,679.857,86.732,0.0745,0,Normal
SSN2026000679,2026-02-03,11.0,55.483,695.388,86.327,-0.0461,0,Normal
SSN2026000680,2026-03-21,6.0,58.662,718.45,86.46,0.1318,0,Particle
SSN2026000681,2026-02-14,5.0,60.728,,88.062,0.445,0,Particle
SSN2026000682,2026-02-15,2.0,54.765,722.863,84.543,0.2872,0,Normal
SSN2026000683,2026-02-04,2.0,58.361,710.897,84.848,0.2192,0,Normal
SSN2026000684,2026-04-04,1.0,57.533,694.602,85.701,-0.0635,0,Normal
SSN2026000685,2026-02-04,6.0,57.376,746.178,85.244,-0.2659,0,Particle
SSN2026000686,2026-01-31,0.0,60.602,724.499,87.33,0.2865,0,Normal
SSN2026000687,2026-03-03,1.0,57.272,724.615,86.859,,1,Flicker
SSN2026000688,2026-01-11,1.0,54.798,725.958,86.202,0.1384,0,Normal
SSN2026000689,2026-03-02,5.0,56.906,686.95,88.473,-0.114,0,Particle
SSN2026000690,2026-02-26,6.0,51.508,767.459,,-0.1079,0,Particle
SSN2026000691,2026-01-26,0.0,55.621,680.822,88.676,0.1113,0,Normal
SSN2026000692,2026-03-13,3.0,50.37,707.184,85.316,0.4359,0,Normal
SSN2026000693,2026-01-07,1.0,,684.538,86.262,0.5628,0,Brightness
SSN2026000694,2026-04-03,2.0,55.386,694.302,84.53,-0.1437,1,Flicker
SSN2026000695,2026-03-20,0.0,54.49,696.737,88.933,0.267,0,Normal
SSN2026000696,2026-01-21,4.0,53.985,691.979,86.06,-0.0725,0,Normal
SSN2026000697,2026-02-21,5.0,56.682,729.51,86.764,-0.4393,0,Normal
SSN2026000698,2026-01-24,3.0,55.806,690.585,83.703,0.2868,0,Normal
SSN2026000699,2026-03-04,1.0,53.677,735.926,86.817,0.3655,0,Normal
SSN2026000700,2026-02-05,0.0,56.233,735.573,85.29,0.0965,0,Normal
SSN2026000701,2026-02-15,1.0,53.976,706.928,86.764,0.1765,0,Normal
SSN2026000702,2026-03-29,1.0,57.497,730.038,86.259,0.8921,0,Brightness
SSN2026000703,2026-03-01,3.0,51.156,712.61,85.045,-0.2261,0,Normal
SSN2026000704,2026-03-21,3.0,55.386,684.435,86.636,0.1847,0,Normal
SSN2026000705,2026-03-03,2.0,58.069,680.375,87.591,0.248,0,Normal
SSN2026000706,2026-02-18,6.0,57.831,734.779,85.089,-0.1651,1,Flicker
SSN2026000707,2026-01-03,2.0,53.589,717.598,84.489,0.2838,0,Normal
SSN2026000708,2026-01-13,5.0,53.355,718.44,84.049,0.3019,0,Particle
SSN2026000709,2026-02-21,0.0,50.813,702.174,87.106,0.0191,1,Flicker
SSN2026000710,2026-02-18,3.0,53.497,717.201,85.594,-0.544,0,Normal
SSN2026000711,2026-02-17,3.0,51.03,700.544,85.496,0.363,0,Normal
SSN2026000712,2026-03-23,1.0,52.833,676.018,87.263,-0.3337,0,Normal
SSN2026000713,2026-01-11,0.0,56.241,710.681,85.525,0.2695,0,Normal
SSN2026000714,2026-03-02,5.0,54.184,727.649,86.321,0.2518,0,Normal
SSN2026000715,2026-03-14,0.0,55.02,706.372,,0.6416,0,Brightness
SSN2026000716,2026-03-01,1.0,52.74,756.157,86.781,0.3132,0,Normal
SSN2026000717,2026-01-25,0.0,57.706,687.638,85.044,0.366,0,Normal
SSN2026000718,2026-02-07,7.0,54.289,686.974,85.156,0.0861,0,Particle
SSN2026000719,2026-01-09,0.0,53.578,706.788,87.199,0.3887,0,Normal
SSN2026000720,2026-01-18,1.0,53.622,719.032,88.649,-0.0503,0,Normal
SSN2026000721,2026-03-16,3.0,53.494,654.63,88.007,-0.1499,0,Normal
SSN2026000722,2026-02-28,1.0,54.993,717.383,84.74,0.1184,0,Normal
SSN2026000723,2026-03-23,3.0,55.119,,86.708,-0.5067,0,Normal
SSN2026000724,2026-03-10,3.0,57.126,648.842,86.769,-0.014,1,Flicker
SSN2026000725,2026-01-29,14.0,58.047,716.224,85.692,0.0199,0,Particle
SSN2026000726,2026-03-20,5.0,59.225,700.136,86.482,-0.3708,0,Particle
SSN2026000727,2026-03-07,0.0,51.468,707.535,86.183,-0.487,0,Normal
SSN2026000728,2026-01-23,2.0,56.899,679.703,82.804,0.0617,0,Normal
SSN2026000729,2026-01-05,2.0,56.05,724.093,89.07,0.2486,1,Flicker
SSN2026000730,2026-03-11,2.0,55.926,759.355,85.971,0.5098,0,Normal
SSN2026000731,2026-03-10,1.0,56.37,714.096,84.841,0.2077,0,Normal
SSN2026000732,2026-01-15,4.0,49.611,670.059,85.88,0.5688,1,Brightness
SSN2026000733,2026-02-17,19.0,58.473,714.91,84.986,0.0858,0,Normal
SSN2026000734,2026-03-25,1.0,57.692,700.783,87.678,-0.067,0,Normal
SSN2026000735,2026-03-18,3.0,54.337,670.985,87.182,0.6438,0,Brightness
SSN2026000736,2026-03-16,22.0,53.467,717.61,88.237,-0.2955,0,Particle
SSN2026000737,2026-02-06,5.0,52.075,734.349,85.133,0.0941,0,Normal
SSN2026000738,2026-01-12,13.0,52.806,694.378,85.716,0.1286,0,Normal
SSN2026000739,2026-02-02,1.0,54.636,669.435,85.744,-0.0019,0,Normal
SSN2026000740,2026-03-04,6.0,52.261,657.595,84.808,0.6308,0,Brightness
SSN2026000741,2026-03-22,7.0,55.907,697.504,84.483,-0.1967,0,Particle
SSN2026000742,2026-03-06,7.0,57.81,717.196,84.933,-0.0426,0,Particle
SSN2026000743,2026-01-10,8.0,57.413,695.481,84.848,-0.175,1,Flicker
SSN2026000744,2026-03-01,6.0,53.321,699.074,84.802,-0.2272,1,Flicker
SSN2026000745,2026-01-18,1.0,56.616,724.601,86.663,-0.1794,0,Normal
SSN2026000746,2026-03-03,7.0,53.942,723.146,83.608,0.4661,0,Particle
SSN2026000747,2026-02-11,4.0,51.683,717.615,84.801,-0.0235,0,Normal
SSN2026000748,2026-02-18,2.0,51.601,723.096,86.295,0.243,1,Flicker
SSN2026000749,2026-02-28,0.0,55.317,696.062,85.944,0.4028,1,Flicker
SSN2026000750,2026-03-04,5.0,54.545,690.246,85.55,-0.183,0,Particle
SSN2026000751,2026-01-04,3.0,55.775,696.194,84.941,-0.2147,0,Normal
SSN2026000752,2026-04-03,8.0,55.501,686.011,87.906,0.3713,0,Particle
SSN2026000753,2026-02-26,2.0,50.778,660.53,86.165,0.3065,1,Flicker
SSN2026000754,2026-02-20,0.0,57.452,701.517,85.873,0.0056,0,Normal
SSN2026000755,2026-02-07,,53.682,742.952,85.694,-0.093,0,Normal
SSN2026000756,2026-01-17,1.0,60.849,735.329,86.148,0.4606,0,Normal
SSN2026000757,2026-03-03,12.0,54.965,728.716,83.543,0.4534,0,Particle
SSN2026000758,2026-02-06,8.0,56.935,713.512,,-0.2039,1,Flicker
SSN2026000759,2026-03-29,4.0,61.53,746.015,85.495,-0.0784,0,Normal
SSN2026000760,2026-03-03,6.0,55.275,680.889,83.13,-0.0898,1,Flicker
SSN2026000761,2026-02-16,1.0,56.102,683.878,85.7,0.0558,0,Normal
SSN2026000762,2026-01-09,,53.799,735.973,85.899,0.5613,0,Brightness
SSN2026000763,2026-02-24,5.0,58.656,706.897,86.5,0.1284,0,Particle
SSN2026000764,2026-03-20,9.0,51.194,695.147,87.015,-0.1954,0,Particle
SSN2026000765,2026-02-14,0.0,55.649,712.502,86.141,0.3303,0,Normal
SSN2026000766,2026-03-07,6.0,52.188,694.155,86.234,0.5186,0,Normal
SSN2026000767,2026-01-17,0.0,54.961,693.872,85.168,0.074,0,Normal
SSN2026000768,2026-02-07,7.0,51.135,683.076,86.231,0.5503,1,Brightness
SSN2026000769,2026-03-19,5.0,59.502,712.565,86.446,-0.0292,0,Particle
SSN2026000770,2026-02-09,1.0,53.971,717.314,85.063,-0.1289,0,Normal
SSN2026000771,2026-03-24,0.0,53.301,740.405,85.941,-0.112,1,Scratch
SSN2026000772,2026-02-09,0.0,55.962,709.568,85.526,0.1561,0,Normal
SSN2026000773,2026-03-18,0.0,51.236,696.857,84.296,0.6791,0,Brightness
SSN2026000774,2026-03-03,7.0,57.429,741.41,87.517,0.1262,1,Flicker
SSN2026000775,2026-03-29,0.0,56.068,731.583,83.016,-0.1178,0,Normal
SSN2026000776,2026-02-22,0.0,55.799,710.604,88.273,0.0978,0,Normal
SSN2026000777,2026-02-17,0.0,49.815,668.953,86.094,0.2529,0,Normal
SSN2026000778,2026-02-07,2.0,56.857,686.984,88.318,-0.2743,0,Normal
SSN2026000779,2026-03-04,0.0,54.829,694.463,85.783,0.634,0,Brightness
SSN2026000780,2026-04-03,6.0,55.717,702.707,87.813,0.0956,0,Particle
SSN2026000781,2026-01-17,7.0,55.482,691.647,87.114,-0.4008,0,Normal
SSN2026000782,2026-03-29,0.0,51.278,748.436,87.021,0.1261,0,Normal
SSN2026000783,2026-04-02,6.0,58.005,681.722,85.502,-0.3541,0,Particle
SSN2026000784,2026-03-14,0.0,51.592,678.248,85.537,0.7128,0,Brightness
SSN2026000785,2026-03-01,2.0,54.516,725.596,86.405,0.108,1,Flicker
SSN2026000786,2026-03-21,3.0,55.633,717.403,88.363,-0.1132,0,Normal
SSN2026000787,2026-01-25,5.0,57.392,653.467,85.108,0.3993,0,Particle
SSN2026000788,2026-03-06,4.0,52.022,669.745,85.056,0.467,0,Normal
SSN2026000789,2026-03-18,0.0,58.612,709.696,85.943,0.4757,1,Flicker
SSN2026000790,2026-03-15,7.0,57.924,737.89,84.104,-0.2988,0,Normal
SSN2026000791,2026-03-01,3.0,52.74,748.271,84.397,-0.1196,0,Normal
SSN2026000792,2026-02-06,2.0,52.05,705.683,87.142,0.11,0,Normal
SSN2026000793,2026-04-03,2.0,49.77,707.395,89.461,0.2434,0,Normal
SSN2026000794,2026-03-05,1.0,53.526,706.544,85.255,0.17,0,Normal
SSN2026000795,2026-03-14,8.0,53.261,721.94,83.995,0.1075,0,Particle
SSN2026000796,2026-02-28,1.0,57.955,752.123,85.012,0.598,0,Brightness
SSN2026000797,2026-03-22,3.0,51.892,735.657,85.134,-0.0914,1,Flicker
SSN2026000798,2026-02-18,8.0,54.626,703.72,84.989,0.2644,1,Flicker
SSN2026000799,2026-02-22,1.0,55.116,687.126,84.433,-0.2978,1,Flicker
SSN2026000800,2026-03-18,0.0,54.112,718.031,84.088,-0.0971,1,Flicker
SSN2026000801,2026-02-19,2.0,56.075,737.349,87.541,0.1479,1,Flicker
SSN2026000802,2026-01-26,2.0,59.384,698.779,86.634,0.3771,1,Flicker
SSN2026000803,2026-03-14,5.0,55.461,674.549,85.703,-0.1332,0,Normal
SSN2026000804,2026-02-06,0.0,53.601,706.656,87.396,0.5747,0,Brightness
SSN2026000805,2026-01-15,5.0,56.364,705.579,87.694,0.0276,1,Flicker
SSN2026000806,2026-02-07,2.0,52.526,671.116,84.193,0.6514,0,Brightness
SSN2026000807,2026-01-11,2.0,55.145,716.834,86.064,0.3574,0,Normal
SSN2026000808,2026-03-27,3.0,55.959,,86.339,0.0097,1,Flicker
SSN2026000809,2026-04-04,9.0,58.567,755.719,86.426,0.3166,0,Particle
SSN2026000810,2026-01-25,3.0,56.25,677.169,82.855,-0.1543,0,Normal
SSN2026000811,2026-03-31,1.0,52.059,728.113,86.902,0.0799,0,Normal
SSN2026000812,2026-03-11,3.0,56.74,729.234,84.371,-0.0739,0,Normal
SSN2026000813,2026-04-03,2.0,53.525,724.144,84.811,-0.0282,0,Normal
SSN2026000814,2026-01-20,9.0,56.323,677.745,85.614,0.3128,0,Particle
SSN2026000815,2026-01-10,1.0,55.092,682.719,85.487,-0.2733,0,Normal
SSN2026000816,2026-03-28,4.0,56.026,712.784,84.067,0.1927,0,Normal
SSN2026000817,2026-01-26,0.0,53.504,709.422,84.983,-0.0139,0,Normal
SSN2026000818,2026-03-02,7.0,60.263,691.079,87.273,0.0161,0,Particle
SSN2026000819,2026-03-29,6.0,59.534,726.884,86.55,0.4902,0,Normal
SSN2026000820,2026-02-07,4.0,56.474,688.82,85.36,0.3474,0,Normal
SSN2026000821,2026-01-14,4.0,60.074,668.319,86.142,0.3301,0,Normal
SSN2026000822,2026-03-15,3.0,50.564,705.986,86.299,0.3816,0,Normal
SSN2026000823,2026-02-13,3.0,50.363,713.269,87.444,-0.2283,0,Normal
SSN2026000824,2026-01-10,2.0,55.127,724.119,86.615,0.2291,0,Normal
SSN2026000825,2026-02-02,1.0,56.212,710.749,86.952,0.5163,1,Flicker
SSN2026000826,2026-02-22,1.0,55.302,741.093,85.77,-0.1315,0,Normal
SSN2026000827,2026-03-26,7.0,50.47,679.877,85.977,0.106,0,Particle
SSN2026000828,2026-01-23,4.0,,709.236,87.271,0.2936,0,Normal
SSN2026000829,2026-02-17,2.0,61.092,753.181,85.386,0.1059,0,Normal
SSN2026000830,2026-01-18,0.0,57.235,664.644,85.094,0.5544,0,Brightness
SSN2026000831,2026-02-02,6.0,58.446,715.629,83.327,0.091,0,Particle
SSN2026000832,2026-01-27,0.0,54.316,728.522,87.415,-0.2935,0,Normal
SSN2026000833,2026-02-19,3.0,53.813,732.731,86.357,0.5397,0,Normal
SSN2026000834,2026-03-08,4.0,55.487,731.722,84.559,0.0407,0,Normal
SSN2026000835,2026-01-16,5.0,62.302,725.826,86.234,-0.0419,0,Particle
SSN2026000836,2026-01-08,3.0,52.303,697.976,86.373,-0.0519,0,Normal
SSN2026000837,2026-03-10,1.0,52.583,741.484,84.12,0.1726,0,Normal
SSN2026000838,2026-01-31,0.0,56.447,684.041,87.207,0.4052,0,Normal
SSN2026000839,2026-03-01,4.0,58.197,,85.147,0.3592,0,Normal
SSN2026000840,2026-01-13,5.0,53.02,722.002,85.457,0.3262,0,Normal
SSN2026000841,2026-03-02,2.0,52.113,703.503,85.204,0.3226,0,Normal
SSN2026000842,2026-03-24,1.0,53.237,717.649,85.326,-0.1822,0,Normal
SSN2026000843,2026-02-12,2.0,55.127,711.21,84.133,0.0033,0,Normal
SSN2026000844,2026-02-27,9.0,57.043,756.753,85.47,0.1935,0,Particle
SSN2026000845,2026-01-28,3.0,53.979,721.882,87.297,-0.2364,0,Normal
SSN2026000846,2026-01-30,4.0,56.31,704.884,84.618,-0.2863,1,Flicker
SSN2026000847,2026-01-07,1.0,63.254,724.579,86.381,-0.4837,0,Normal
SSN2026000848,2026-02-18,3.0,60.865,692.307,87.608,-0.3191,1,Flicker
SSN2026000849,2026-03-28,4.0,55.548,727.822,85.148,0.2368,0,Normal
SSN2026000850,2026-01-17,6.0,54.485,723.868,85.422,0.4672,0,Particle
SSN2026000851,2026-02-11,2.0,56.044,715.216,87.213,-0.29,0,Normal
SSN2026000852,2026-03-24,2.0,53.92,669.967,82.602,0.2522,0,Normal
SSN2026000853,2026-02-15,3.0,50.248,655.281,87.424,-0.0828,0,Normal
SSN2026000854,2026-03-17,0.0,55.67,669.801,86.677,0.0225,0,Normal
SSN2026000855,2026-02-06,0.0,52.73,751.504,87.796,0.1072,0,Normal
SSN2026000856,2026-02-28,0.0,51.575,681.325,85.956,,1,Flicker
SSN2026000857,2026-04-04,11.0,56.582,725.03,87.545,-0.2592,0,
SSN2026000858,2026-02-28,5.0,50.41,692.201,86.829,-0.5603,0,Normal
SSN2026000859,2026-03-20,1.0,54.64,702.565,84.741,0.0001,0,Normal
SSN2026000860,2026-03-10,2.0,56.1,724.894,84.089,-0.2337,1,Flicker
SSN2026000861,2026-01-11,5.0,55.159,744.358,85.896,0.2194,0,Normal
SSN2026000862,2026-01-17,4.0,53.422,712.475,85.029,-0.2033,0,Normal
SSN2026000863,2026-03-03,1.0,54.158,715.565,85.772,-0.2854,0,Normal
SSN2026000864,2026-02-07,0.0,,739.945,85.609,0.5498,1,Flicker
SSN2026000865,2026-02-20,6.0,54.442,690.5,86.563,-0.1994,0,Particle
SSN2026000866,2026-02-20,4.0,56.092,743.579,84.221,0.3758,0,Normal
SSN2026000867,2026-03-18,1.0,53.933,740.0,84.884,-0.1408,0,Normal
SSN2026000868,2026-04-07,5.0,55.848,730.965,84.239,,1,Flicker
SSN2026000869,2026-04-06,4.0,55.488,,84.659,0.3825,0,Normal
SSN2026000870,2026-01-15,1.0,53.521,689.071,87.147,0.2363,0,Normal
SSN2026000871,2026-03-12,5.0,62.992,689.895,85.883,0.2762,1,Flicker
SSN2026000872,2026-03-14,5.0,53.729,681.596,85.119,,0,Particle
SSN2026000873,2026-03-20,1.0,54.327,684.958,87.303,0.1248,0,Normal
SSN2026000874,2026-02-15,2.0,53.638,725.236,86.803,0.0625,0,Normal
SSN2026000876,2026-02-16,7.0,57.389,724.483,86.292,-0.1556,0,Particle
SSN2026000877,2026-02-10,3.0,52.704,711.906,87.234,-0.0151,0,Normal
SSN2026000878,2026-01-26,5.0,52.323,684.479,86.775,0.0924,0,Particle
SSN2026000879,2026-03-02,0.0,55.442,680.803,86.408,0.0973,0,Normal
SSN2026000880,2026-01-03,5.0,52.805,709.216,84.488,-0.1092,1,Flicker
SSN2026000881,2026-03-11,1.0,49.378,700.143,84.852,0.0952,0,Normal
SSN2026000882,2026-03-24,1.0,52.941,690.358,87.61,-0.0028,0,Normal
SSN2026000883,2026-01-22,4.0,57.717,753.97,85.352,0.4623,0,Normal
SSN2026000884,2026-01-22,8.0,55.748,678.638,84.502,0.5682,1,Brightness
SSN2026000885,2026-02-19,4.0,58.905,752.018,86.948,0.7761,0,Brightness
SSN2026000886,2026-03-21,0.0,57.656,716.824,87.915,-0.0109,0,Normal
SSN2026000887,2026-01-18,1.0,54.84,727.838,85.796,0.1184,0,Normal
SSN2026000888,2026-02-09,4.0,60.395,732.65,85.202,0.1818,1,Flicker
SSN2026000889,2026-01-21,1.0,55.675,735.387,83.646,0.6211,0,Brightness
SSN2026000890,2026-03-20,7.0,56.027,743.719,86.845,0.4005,0,Particle
SSN2026000891,2026-03-26,2.0,54.804,679.133,84.517,-0.0469,0,Normal
SSN2026000892,2026-01-11,0.0,59.263,698.619,87.808,0.1196,0,Normal
SSN2026000893,2026-01-20,8.0,55.104,696.694,87.335,0.1511,0,Particle
SSN2026000895,2026-03-18,5.0,56.996,697.31,84.895,-0.2385,0,Normal
SSN2026000896,2026-03-28,5.0,52.785,751.877,84.993,0.76,1,
SSN2026000897,2026-02-08,0.0,56.589,707.598,85.154,-0.1852,1,Flicker
SSN2026000898,2026-01-19,2.0,56.934,752.078,85.669,0.2764,0,Normal
SSN2026000899,2026-03-05,7.0,55.77,767.511,84.853,0.5787,0,Brightness
SSN2026000900,2026-03-23,1.0,55.278,784.59,85.858,-0.3697,0,Normal
SSN2026000901,2026-03-24,2.0,50.766,758.77,85.937,0.0668,0,Normal
SSN2026000902,2026-02-11,2.0,55.396,770.689,86.944,-0.017,0,Normal
SSN2026000903,2026-03-16,3.0,52.331,719.823,84.709,0.1884,0,Normal
SSN2026000904,2026-04-04,1.0,62.923,712.843,88.351,-0.156,0,Scratch
SSN2026000905,2026-03-17,6.0,56.043,716.969,88.039,0.3224,0,Particle
SSN2026000906,2026-02-13,8.0,52.342,712.281,86.543,0.2897,0,Particle
SSN2026000907,2026-01-29,6.0,50.345,706.222,85.347,0.8046,0,Brightness
SSN2026000908,2026-02-07,0.0,58.007,727.601,86.651,0.5039,0,Normal
SSN2026000909,2026-02-05,3.0,54.423,693.624,86.17,-0.2295,0,Normal
SSN2026000910,2026-03-31,8.0,53.645,679.229,83.462,0.2101,0,Normal
SSN2026000911,2026-03-13,2.0,54.613,716.8,84.935,0.3334,0,Normal
SSN2026000912,2026-03-24,5.0,57.355,689.912,84.779,0.2758,0,Normal
SSN2026000913,2026-03-16,0.0,56.212,703.181,86.098,0.183,0,Normal
SSN2026000914,2026-02-14,0.0,55.509,705.903,85.532,0.4367,0,Normal
SSN2026000915,2026-03-20,2.0,54.91,706.278,86.933,0.249,0,Normal
SSN2026000916,2026-02-28,0.0,56.168,738.043,85.064,-0.2166,0,Normal
SSN2026000917,2026-03-14,5.0,56.713,697.151,86.261,0.0622,0,Particle
SSN2026000918,2026-02-03,1.0,56.668,739.041,85.808,-0.2283,0,Normal
SSN2026000919,2026-01-27,2.0,58.164,705.454,86.404,0.1456,0,Normal
SSN2026000920,2026-01-22,3.0,55.118,708.505,86.976,0.4987,0,Normal
SSN2026000921,2026-01-30,9.0,52.468,717.51,83.539,0.0291,1,Flicker
SSN2026000922,2026-04-03,2.0,54.028,684.547,87.145,-0.1556,1,Flicker
SSN2026000923,2026-03-30,0.0,56.397,728.382,86.517,0.0349,0,
SSN2026000924,2026-01-21,3.0,51.012,716.16,88.108,-0.3473,0,Normal
SSN2026000925,2026-02-25,0.0,49.907,730.176,86.315,-0.0239,0,Normal
SSN2026000926,2026-03-30,5.0,58.307,671.489,85.157,0.086,1,Flicker
SSN2026000927,2026-03-15,0.0,58.091,686.087,86.351,0.7343,0,Brightness
SSN2026000928,2026-03-04,2.0,52.073,689.38,88.437,-0.2547,0,
SSN2026000929,2026-02-28,5.0,,736.343,85.95,0.2088,0,Particle
SSN2026000930,2026-02-02,5.0,55.334,728.479,85.353,0.3047,0,Particle
SSN2026000931,2026-03-26,3.0,55.133,689.693,84.552,0.3306,0,Normal
SSN2026000932,2026-01-15,0.0,57.739,665.248,86.201,-0.0255,0,Normal
SSN2026000933,2026-03-21,2.0,51.586,681.143,87.243,0.5362,0,Particle
SSN2026000934,2026-03-24,0.0,52.314,690.875,86.562,0.302,0,Normal
SSN2026000936,2026-02-23,0.0,53.983,730.284,85.029,0.2524,0,Normal
SSN2026000937,2026-03-22,3.0,52.605,676.388,88.124,0.2106,0,Normal
SSN2026000938,2026-02-17,1.0,57.387,726.932,85.999,0.0855,0,Normal
SSN2026000939,2026-02-03,3.0,54.814,736.598,84.081,-0.1619,0,Normal
SSN2026000940,2026-01-13,0.0,55.314,684.547,86.297,0.3781,0,Normal
SSN2026000941,2026-02-13,3.0,54.921,708.879,84.365,-0.1461,0,Normal
SSN2026000942,2026-01-30,2.0,54.208,713.249,88.479,0.3015,1,Flicker
SSN2026000943,2026-03-22,7.0,58.144,715.821,87.528,0.4272,0,Particle
SSN2026000944,2026-03-25,1.0,53.403,681.593,84.005,-0.1609,0,Normal
SSN2026000945,2026-01-31,1.0,52.229,706.903,86.293,0.3462,0,Normal
SSN2026000946,2026-01-26,1.0,,733.038,84.883,0.2924,0,Normal
SSN2026000947,2026-02-02,5.0,55.292,743.23,88.073,0.3845,0,Particle
SSN2026000948,2026-02-13,0.0,51.391,684.817,85.593,0.2468,0,Normal
SSN2026000949,2026-03-03,2.0,50.894,682.921,87.807,0.4072,0,Normal
SSN2026000950,2026-01-16,0.0,55.04,716.327,84.404,0.2658,0,Normal
SSN2026000951,2026-04-02,3.0,53.022,730.055,83.881,0.6811,0,Brightness
SSN2026000952,2026-03-08,1.0,51.191,710.597,85.364,-0.368,0,Normal
SSN2026000953,2026-01-18,3.0,57.237,722.639,85.435,0.3622,0,Normal
SSN2026000954,2026-02-04,1.0,52.022,668.225,88.207,-0.0034,0,Normal
SSN2026000955,2026-03-10,4.0,56.38,719.713,88.386,-0.2005,0,Normal
SSN2026000956,2026-02-18,0.0,55.85,695.988,83.614,-0.2438,0,Normal
SSN2026000957,2026-02-18,5.0,55.312,695.896,87.663,0.0864,1,Flicker
SSN2026000958,2026-01-09,2.0,53.755,751.824,86.807,-0.1925,0,Normal
SSN2026000959,2026-02-07,0.0,47.993,669.171,85.343,0.3481,1,Flicker
SSN2026000960,2026-02-27,0.0,,711.009,84.236,-0.1844,1,Normal
SSN2026000961,2026-03-12,1.0,54.21,674.349,87.59,-0.1762,0,Normal
SSN2026000962,2026-02-16,7.0,56.448,714.965,86.613,0.3219,0,Particle
SSN2026000963,2026-02-24,8.0,50.704,733.175,86.786,-0.5287,1,Flicker
SSN2026000964,2026-01-21,17.0,54.778,697.754,86.414,-0.1213,0,Normal
SSN2026000965,2026-03-15,8.0,52.61,711.141,86.488,0.4624,0,Particle
SSN2026000966,2026-03-10,5.0,55.732,749.808,85.387,-0.0184,0,Normal
SSN2026000967,2026-03-13,6.0,55.033,714.125,85.691,-0.1121,0,Particle
SSN2026000968,2026-03-07,6.0,56.755,736.671,83.556,0.0391,0,Normal
SSN2026000969,2026-04-02,1.0,58.964,729.995,85.931,0.4533,0,Normal
SSN2026000970,2026-03-27,6.0,55.994,647.315,85.615,0.4851,0,Normal
SSN2026000971,2026-03-19,2.0,57.802,718.1,86.84,-0.5335,0,Normal
SSN2026000972,2026-02-01,3.0,52.485,687.87,84.511,-0.003,0,Normal
SSN2026000973,2026-01-13,6.0,63.336,684.546,88.227,0.6239,1,Brightness
SSN2026000974,2026-01-04,2.0,50.458,748.954,86.382,0.1454,0,Normal
SSN2026000975,2026-03-18,5.0,54.915,700.4,85.639,0.0446,0,Particle
SSN2026000976,2026-03-27,3.0,56.861,748.514,87.597,0.8208,0,Brightness
SSN2026000977,2026-03-02,5.0,56.78,688.111,83.935,0.0643,0,Normal
SSN2026000978,2026-03-07,2.0,55.535,691.027,83.467,0.2934,0,Normal
SSN2026000979,2026-01-10,2.0,55.935,718.118,83.406,0.5635,0,Brightness
SSN2026000980,2026-02-22,0.0,50.123,699.502,84.575,0.4242,0,Normal
SSN2026000981,2026-02-25,1.0,61.162,724.68,84.611,0.661,0,Brightness
SSN2026000982,2026-01-20,6.0,55.183,694.063,87.03,0.0748,0,Normal
SSN2026000983,2026-03-11,4.0,57.658,706.278,83.77,0.3925,0,Normal
SSN2026000984,2026-02-04,1.0,46.965,716.804,86.871,-0.2163,0,Normal
SSN2026000985,2026-01-21,2.0,53.117,710.762,86.705,0.3886,0,Normal
SSN2026000986,2026-03-09,3.0,52.948,733.591,84.571,0.261,0,Normal
SSN2026000987,2026-02-10,5.0,55.886,760.227,84.28,0.0717,0,Particle
SSN2026000988,2026-02-21,2.0,56.445,698.479,86.747,0.0255,1,Flicker
SSN2026000989,2026-02-24,3.0,55.767,700.452,87.183,0.1124,0,Normal
SSN2026000990,2026-02-28,8.0,53.25,709.791,85.854,0.0365,0,Particle
SSN2026000991,2026-02-13,3.0,54.527,747.668,86.389,0.0107,0,Normal
SSN2026000992,2026-03-17,3.0,54.486,742.021,86.645,0.7084,0,Brightness
SSN2026000993,2026-03-25,5.0,56.082,669.202,84.354,0.5232,0,Particle
SSN2026000994,2026-02-15,2.0,56.907,676.144,85.598,-0.0306,0,Normal
SSN2026000995,2026-01-19,0.0,55.387,688.385,87.412,0.5529,0,Brightness
SSN2026000996,2026-01-30,1.0,51.261,711.604,85.876,-0.1325,1,Flicker
SSN2026000997,2026-03-16,3.0,55.289,710.477,86.589,0.2723,0,Normal
SSN2026000998,2026-01-28,0.0,59.752,718.464,87.249,0.6781,0,Brightness
SSN2026000999,2026-03-17,3.0,57.795,707.703,85.74,0.0745,0,Normal
SSN2026001000,2026-03-04,5.0,47.737,746.311,84.792,0.141,0,Particle
SSN2026001001,2026-02-15,5.0,56.046,716.66,86.895,0.4513,0,Normal
SSN2026001002,2026-01-13,4.0,57.184,712.051,84.068,0.2883,0,Normal
SSN2026001003,2026-02-19,2.0,55.264,739.983,87.65,0.3501,0,Normal
SSN2026001004,2026-03-06,10.0,51.889,677.413,87.587,0.1971,0,Particle
